# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-03-10
#
# GRDC-No.:              6935500
# River:                 RHINE RIVER
# Station:               DIEPOLDSAU, RIETBRUECKE
# Country:               CH
# Latitude (DD):       47.3831
# Longitude (DD):      9.6409
# Catchment area (km²):      6119.0
# Altitude (m ASL):        456.273
# Next downstream station:      6935055
# Remarks:               
# Owner of original data: Switzerland - Federal Office for the Environment (BAFU)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2016-12
# No. of years:          98
# Last update:           2018-08-20
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 35795
# DATA
YYYY-MM-DD;hh:mm; Value
1944-03-31;--:--;    125.000
1944-04-01;--:--;    121.000
1944-04-02;--:--;     96.200
1944-04-03;--:--;     98.000
1944-04-04;--:--;    148.000
1944-04-05;--:--;    214.000
1944-04-06;--:--;    224.000
1944-04-07;--:--;    226.000
1944-04-08;--:--;    238.000
1944-04-09;--:--;    310.000
1944-04-10;--:--;    336.000
1944-04-11;--:--;    297.000
1944-04-12;--:--;    284.000
1944-04-13;--:--;    291.000
1944-04-14;--:--;    308.000
1944-04-15;--:--;    326.000
1944-04-16;--:--;    336.000
1944-04-17;--:--;    418.000
1944-04-18;--:--;    456.000
1944-04-19;--:--;    421.000
1944-04-20;--:--;    354.000
1944-04-21;--:--;    328.000
1944-04-22;--:--;    291.000
1944-04-23;--:--;    278.000
1944-04-24;--:--;    317.000
1944-04-25;--:--;    361.000
1944-04-26;--:--;    302.000
1944-04-27;--:--;    246.000
1944-04-28;--:--;    232.000
1944-04-29;--:--;    225.000
1944-04-30;--:--;    203.000
1944-05-01;--:--;    192.000
1944-05-02;--:--;    207.000
1944-05-03;--:--;    273.000
1944-05-04;--:--;    338.000
1944-05-05;--:--;    356.000
1944-05-06;--:--;    361.000
1944-05-07;--:--;    324.000
1944-05-08;--:--;    276.000
1944-05-09;--:--;    236.000
1944-05-10;--:--;    243.000
1944-05-11;--:--;    306.000
1944-05-12;--:--;    284.000
1944-05-13;--:--;    308.000
1944-05-14;--:--;    368.000
1944-05-15;--:--;    388.000
1944-05-16;--:--;    418.000
1944-05-17;--:--;    374.000
1944-05-18;--:--;    325.000
1944-05-19;--:--;    319.000
1944-05-20;--:--;    325.000
1944-05-21;--:--;    367.000
1944-05-22;--:--;    366.000
1944-05-23;--:--;    311.000
1944-05-24;--:--;    270.000
1944-05-25;--:--;    254.000
1944-05-26;--:--;    283.000
1944-05-27;--:--;    346.000
1944-05-28;--:--;    535.000
1944-05-29;--:--;    680.000
1944-05-30;--:--;    730.000
1944-05-31;--:--;    728.000
1944-06-01;--:--;    730.000
1944-06-02;--:--;    656.000
1944-06-03;--:--;    598.000
1944-06-04;--:--;    510.000
1944-06-05;--:--;    532.000
1944-06-06;--:--;    710.000
1944-06-07;--:--;    538.000
1944-06-08;--:--;    434.000
1944-06-09;--:--;    364.000
1944-06-10;--:--;    355.000
1944-06-11;--:--;    379.000
1944-06-12;--:--;    355.000
1944-06-13;--:--;    385.000
1944-06-14;--:--;    486.000
1944-06-15;--:--;    524.000
1944-06-16;--:--;    427.000
1944-06-17;--:--;    420.000
1944-06-18;--:--;    400.000
1944-06-19;--:--;    366.000
1944-06-20;--:--;    382.000
1944-06-21;--:--;    393.000
1944-06-22;--:--;    408.000
1944-06-23;--:--;    416.000
1944-06-24;--:--;    382.000
1944-06-25;--:--;    386.000
1944-06-26;--:--;    410.000
1944-06-27;--:--;    458.000
1944-06-28;--:--;    507.000
1944-06-29;--:--;    452.000
1944-06-30;--:--;    486.000
1944-07-01;--:--;    476.000
1944-07-02;--:--;    427.000
1944-07-03;--:--;    437.000
1944-07-04;--:--;    665.000
1944-07-05;--:--;    638.000
1944-07-06;--:--;    447.000
1944-07-07;--:--;    416.000
1944-07-08;--:--;    440.000
1944-07-09;--:--;    495.000
1944-07-10;--:--;    632.000
1944-07-11;--:--;    480.000
1944-07-12;--:--;    469.000
1944-07-13;--:--;    385.000
1944-07-14;--:--;    344.000
1944-07-15;--:--;    325.000
1944-07-16;--:--;    314.000
1944-07-17;--:--;    312.000
1944-07-18;--:--;    302.000
1944-07-19;--:--;    300.000
1944-07-20;--:--;    291.000
1944-07-21;--:--;    297.000
1944-07-22;--:--;    482.000
1944-07-23;--:--;    541.000
1944-07-24;--:--;    395.000
1944-07-25;--:--;    342.000
1944-07-26;--:--;    322.000
1944-07-27;--:--;    332.000
1944-07-28;--:--;    366.000
1944-07-29;--:--;    337.000
1944-07-30;--:--;    311.000
1944-07-31;--:--;    311.000
1944-08-01;--:--;    296.000
1944-08-02;--:--;    322.000
1944-08-03;--:--;    300.000
1944-08-04;--:--;    286.000
1944-08-05;--:--;    289.000
1944-08-06;--:--;    270.000
1944-08-07;--:--;    289.000
1944-08-08;--:--;    292.000
1944-08-09;--:--;    267.000
1944-08-10;--:--;    243.000
1944-08-11;--:--;    236.000
1944-08-12;--:--;    236.000
1944-08-13;--:--;    227.000
1944-08-14;--:--;    234.000
1944-08-15;--:--;    226.000
1944-08-16;--:--;    234.000
1944-08-17;--:--;    226.000
1944-08-18;--:--;    216.000
1944-08-19;--:--;    211.000
1944-08-20;--:--;    198.000
1944-08-21;--:--;    199.000
1944-08-22;--:--;    198.000
1944-08-23;--:--;    196.000
1944-08-24;--:--;    196.000
1944-08-25;--:--;    205.000
1944-08-26;--:--;    200.000
1944-08-27;--:--;    193.000
1944-08-28;--:--;    184.000
1944-08-29;--:--;    190.000
1944-08-30;--:--;    187.000
1944-08-31;--:--;    203.000
1944-09-01;--:--;    387.000
1944-09-02;--:--;    330.000
1944-09-03;--:--;    843.000
1944-09-04;--:--;    388.000
1944-09-05;--:--;    305.000
1944-09-06;--:--;    256.000
1944-09-07;--:--;    228.000
1944-09-08;--:--;    279.000
1944-09-09;--:--;    304.000
1944-09-10;--:--;    221.000
1944-09-11;--:--;    208.000
1944-09-12;--:--;    202.000
1944-09-13;--:--;    190.000
1944-09-14;--:--;    187.000
1944-09-15;--:--;    199.000
1944-09-16;--:--;    184.000
1944-09-17;--:--;    178.000
1944-09-18;--:--;    168.000
1944-09-19;--:--;    165.000
1944-09-20;--:--;    156.000
1944-09-21;--:--;    191.000
1944-09-22;--:--;    168.000
1944-09-23;--:--;    149.000
1944-09-24;--:--;    156.000
1944-09-25;--:--;    227.000
1944-09-26;--:--;    202.000
1944-09-27;--:--;    259.000
1944-09-28;--:--;    232.000
1944-09-29;--:--;    214.000
1944-09-30;--:--;    192.000
1944-10-01;--:--;    179.000
1944-10-02;--:--;    228.000
1944-10-03;--:--;    238.000
1944-10-04;--:--;    212.000
1944-10-05;--:--;    204.000
1944-10-06;--:--;    211.000
1944-10-07;--:--;    333.000
1944-10-08;--:--;    318.000
1944-10-09;--:--;    295.000
1944-10-10;--:--;    302.000
1944-10-11;--:--;    271.000
1944-10-12;--:--;    240.000
1944-10-13;--:--;    220.000
1944-10-14;--:--;    205.000
1944-10-15;--:--;    186.000
1944-10-16;--:--;    181.000
1944-10-17;--:--;    181.000
1944-10-18;--:--;    185.000
1944-10-19;--:--;    211.000
1944-10-20;--:--;    228.000
1944-10-21;--:--;    210.000
1944-10-22;--:--;    181.000
1944-10-23;--:--;    180.000
1944-10-24;--:--;    169.000
1944-10-25;--:--;    167.000
1944-10-26;--:--;    159.000
1944-10-27;--:--;    156.000
1944-10-28;--:--;    173.000
1944-10-29;--:--;    154.000
1944-10-30;--:--;    149.000
1944-10-31;--:--;    151.000
1944-11-01;--:--;    139.000
1944-11-02;--:--;    141.000
1944-11-03;--:--;    151.000
1944-11-04;--:--;    139.000
1944-11-05;--:--;    126.000
1944-11-06;--:--;    126.000
1944-11-07;--:--;    127.000
1944-11-08;--:--;    324.000
1944-11-09;--:--;    481.000
1944-11-10;--:--;    317.000
1944-11-11;--:--;    242.000
1944-11-12;--:--;    211.000
1944-11-13;--:--;    193.000
1944-11-14;--:--;    185.000
1944-11-15;--:--;    176.000
1944-11-16;--:--;    163.000
1944-11-17;--:--;    154.000
1944-11-18;--:--;    149.000
1944-11-19;--:--;    140.000
1944-11-20;--:--;    149.000
1944-11-21;--:--;    198.000
1944-11-22;--:--;    173.000
1944-11-23;--:--;    339.000
1944-11-24;--:--;    624.000
1944-11-25;--:--;    421.000
1944-11-26;--:--;    338.000
1944-11-27;--:--;    273.000
1944-11-28;--:--;    230.000
1944-11-29;--:--;    210.000
1944-11-30;--:--;    202.000
1944-12-01;--:--;    187.000
1944-12-02;--:--;    173.000
1944-12-03;--:--;    163.000
1944-12-04;--:--;    185.000
1944-12-05;--:--;    220.000
1944-12-06;--:--;    189.000
1944-12-07;--:--;    174.000
1944-12-08;--:--;    173.000
1944-12-09;--:--;    172.000
1944-12-10;--:--;    150.000
1944-12-11;--:--;    139.000
1944-12-12;--:--;    143.000
1944-12-13;--:--;    138.000
1944-12-14;--:--;    130.000
1944-12-15;--:--;    124.000
1944-12-16;--:--;    119.000
1944-12-17;--:--;    115.000
1944-12-18;--:--;    110.000
1944-12-19;--:--;    108.000
1944-12-20;--:--;    107.000
1944-12-21;--:--;    106.000
1944-12-22;--:--;    105.000
1944-12-23;--:--;     99.400
1944-12-24;--:--;     92.000
1944-12-25;--:--;     87.300
1944-12-26;--:--;     84.400
1944-12-27;--:--;     83.600
1944-12-28;--:--;     82.200
1944-12-29;--:--;     80.700
1944-12-30;--:--;     78.500
1944-12-31;--:--;     75.500
1945-01-01;--:--;     76.200
1945-01-02;--:--;     77.800
1945-01-03;--:--;     75.500
1945-01-04;--:--;     74.800
1945-01-05;--:--;     78.500
1945-01-06;--:--;     80.700
1945-01-07;--:--;     75.500
1945-01-08;--:--;     72.100
1945-01-09;--:--;     73.500
1945-01-10;--:--;     76.300
1945-01-11;--:--;     74.200
1945-01-12;--:--;     68.800
1945-01-13;--:--;     72.800
1945-01-14;--:--;     68.800
1945-01-15;--:--;     67.500
1945-01-16;--:--;     64.900
1945-01-17;--:--;     63.500
1945-01-18;--:--;     61.100
1945-01-19;--:--;     61.100
1945-01-20;--:--;     62.800
1945-01-21;--:--;     62.200
1945-01-22;--:--;     61.700
1945-01-23;--:--;     60.500
1945-01-24;--:--;     60.600
1945-01-25;--:--;     60.500
1945-01-26;--:--;     59.500
1945-01-27;--:--;     60.000
1945-01-28;--:--;     61.600
1945-01-29;--:--;     61.700
1945-01-30;--:--;     61.100
1945-01-31;--:--;     61.100
1945-02-01;--:--;     64.900
1945-02-02;--:--;     69.500
1945-02-03;--:--;     62.800
1945-02-04;--:--;     61.700
1945-02-05;--:--;     73.500
1945-02-06;--:--;    126.000
1945-02-07;--:--;    101.000
1945-02-08;--:--;    108.000
1945-02-09;--:--;    106.000
1945-02-10;--:--;     95.400
1945-02-11;--:--;     86.600
1945-02-12;--:--;    139.000
1945-02-13;--:--;    172.000
1945-02-14;--:--;    133.000
1945-02-15;--:--;    117.000
1945-02-16;--:--;    110.000
1945-02-17;--:--;    101.000
1945-02-18;--:--;     94.500
1945-02-19;--:--;     87.300
1945-02-20;--:--;     85.900
1945-02-21;--:--;     84.400
1945-02-22;--:--;     82.200
1945-02-23;--:--;     79.900
1945-02-24;--:--;     80.600
1945-02-25;--:--;     78.500
1945-02-26;--:--;     76.300
1945-02-27;--:--;     82.200
1945-02-28;--:--;     92.000
1945-03-01;--:--;     98.800
1945-03-02;--:--;     97.100
1945-03-03;--:--;     90.300
1945-03-04;--:--;     82.900
1945-03-05;--:--;     82.100
1945-03-06;--:--;     81.400
1945-03-07;--:--;     84.400
1945-03-08;--:--;     85.900
1945-03-09;--:--;     85.200
1945-03-10;--:--;     82.900
1945-03-11;--:--;     79.900
1945-03-12;--:--;     78.500
1945-03-13;--:--;     92.000
1945-03-14;--:--;    106.000
1945-03-15;--:--;    116.000
1945-03-16;--:--;    135.000
1945-03-17;--:--;    162.000
1945-03-18;--:--;    160.000
1945-03-19;--:--;    156.000
1945-03-20;--:--;    161.000
1945-03-21;--:--;    168.000
1945-03-22;--:--;    183.000
1945-03-23;--:--;    208.000
1945-03-24;--:--;    229.000
1945-03-25;--:--;    236.000
1945-03-26;--:--;    218.000
1945-03-27;--:--;    218.000
1945-03-28;--:--;    225.000
1945-03-29;--:--;    213.000
1945-03-30;--:--;    234.000
1945-03-31;--:--;    298.000
1945-04-01;--:--;    258.000
1945-04-02;--:--;    238.000
1945-04-03;--:--;    283.000
1945-04-04;--:--;    312.000
1945-04-05;--:--;    261.000
1945-04-06;--:--;    258.000
1945-04-07;--:--;    249.000
1945-04-08;--:--;    209.000
1945-04-09;--:--;    196.000
1945-04-10;--:--;    203.000
1945-04-11;--:--;    231.000
1945-04-12;--:--;    262.000
1945-04-13;--:--;    310.000
1945-04-14;--:--;    352.000
1945-04-15;--:--;    376.000
1945-04-16;--:--;    374.000
1945-04-17;--:--;    403.000
1945-04-18;--:--;    455.000
1945-04-19;--:--;    465.000
1945-04-20;--:--;    455.000
1945-04-21;--:--;    451.000
1945-04-22;--:--;    478.000
1945-04-23;--:--;    376.000
1945-04-24;--:--;    312.000
1945-04-25;--:--;    287.000
1945-04-26;--:--;    287.000
1945-04-27;--:--;    302.000
1945-04-28;--:--;    337.000
1945-04-29;--:--;    290.000
1945-04-30;--:--;    252.000
1945-05-01;--:--;    228.000
1945-05-02;--:--;    209.000
1945-05-03;--:--;    197.000
1945-05-04;--:--;    186.000
1945-05-05;--:--;    181.000
1945-05-06;--:--;    220.000
1945-05-07;--:--;    290.000
1945-05-08;--:--;    367.000
1945-05-09;--:--;    451.000
1945-05-10;--:--;    537.000
1945-05-11;--:--;    663.000
1945-05-12;--:--;    726.000
1945-05-13;--:--;    785.000
1945-05-14;--:--;    851.000
1945-05-15;--:--;    837.000
1945-05-16;--:--;    856.000
1945-05-17;--:--;    842.000
1945-05-18;--:--;    866.000
1945-05-19;--:--;    842.000
1945-05-20;--:--;    771.000
1945-05-21;--:--;    744.000
1945-05-22;--:--;   1137.000
1945-05-23;--:--;    741.000
1945-05-24;--:--;    636.000
1945-05-25;--:--;    533.000
1945-05-26;--:--;    535.000
1945-05-27;--:--;    488.000
1945-05-28;--:--;    461.000
1945-05-29;--:--;    474.000
1945-05-30;--:--;    533.000
1945-05-31;--:--;    600.000
1945-06-01;--:--;    481.000
1945-06-02;--:--;    446.000
1945-06-03;--:--;    438.000
1945-06-04;--:--;    458.000
1945-06-05;--:--;    501.000
1945-06-06;--:--;    573.000
1945-06-07;--:--;    626.000
1945-06-08;--:--;    705.000
1945-06-09;--:--;    748.000
1945-06-10;--:--;    688.000
1945-06-11;--:--;    606.000
1945-06-12;--:--;    540.000
1945-06-13;--:--;    707.000
1945-06-14;--:--;    573.000
1945-06-15;--:--;    476.000
1945-06-16;--:--;    474.000
1945-06-17;--:--;    469.000
1945-06-18;--:--;    486.000
1945-06-19;--:--;    526.000
1945-06-20;--:--;    555.000
1945-06-21;--:--;    622.000
1945-06-22;--:--;    614.000
1945-06-23;--:--;    578.000
1945-06-24;--:--;    548.000
1945-06-25;--:--;    571.000
1945-06-26;--:--;    542.000
1945-06-27;--:--;    553.000
1945-06-28;--:--;    480.000
1945-06-29;--:--;    441.000
1945-06-30;--:--;    404.000
1945-07-01;--:--;    385.000
1945-07-02;--:--;    370.000
1945-07-03;--:--;    358.000
1945-07-04;--:--;    338.000
1945-07-05;--:--;    282.000
1945-07-06;--:--;    268.000
1945-07-07;--:--;    276.000
1945-07-08;--:--;    316.000
1945-07-09;--:--;    340.000
1945-07-10;--:--;    363.000
1945-07-11;--:--;    490.000
1945-07-12;--:--;    413.000
1945-07-13;--:--;    364.000
1945-07-14;--:--;    358.000
1945-07-15;--:--;    371.000
1945-07-16;--:--;    403.000
1945-07-17;--:--;    376.000
1945-07-18;--:--;    355.000
1945-07-19;--:--;    343.000
1945-07-20;--:--;    346.000
1945-07-21;--:--;    328.000
1945-07-22;--:--;    334.000
1945-07-23;--:--;    337.000
1945-07-24;--:--;    303.000
1945-07-25;--:--;    287.000
1945-07-26;--:--;    284.000
1945-07-27;--:--;    268.000
1945-07-28;--:--;    270.000
1945-07-29;--:--;    263.000
1945-07-30;--:--;    244.000
1945-07-31;--:--;    232.000
1945-08-01;--:--;    214.000
1945-08-02;--:--;    199.000
1945-08-03;--:--;    182.000
1945-08-04;--:--;    179.000
1945-08-05;--:--;    171.000
1945-08-06;--:--;    170.000
1945-08-07;--:--;    183.000
1945-08-08;--:--;    414.000
1945-08-09;--:--;    644.000
1945-08-10;--:--;    424.000
1945-08-11;--:--;    434.000
1945-08-12;--:--;    379.000
1945-08-13;--:--;    301.000
1945-08-14;--:--;    297.000
1945-08-15;--:--;    309.000
1945-08-16;--:--;    298.000
1945-08-17;--:--;    272.000
1945-08-18;--:--;    255.000
1945-08-19;--:--;    436.000
1945-08-20;--:--;    506.000
1945-08-21;--:--;    425.000
1945-08-22;--:--;    337.000
1945-08-23;--:--;    337.000
1945-08-24;--:--;    329.000
1945-08-25;--:--;    284.000
1945-08-26;--:--;    252.000
1945-08-27;--:--;    245.000
1945-08-28;--:--;    232.000
1945-08-29;--:--;    222.000
1945-08-30;--:--;    232.000
1945-08-31;--:--;    346.000
1945-09-01;--:--;    296.000
1945-09-02;--:--;    228.000
1945-09-03;--:--;    218.000
1945-09-04;--:--;    203.000
1945-09-05;--:--;    227.000
1945-09-06;--:--;    263.000
1945-09-07;--:--;    213.000
1945-09-08;--:--;    191.000
1945-09-09;--:--;    190.000
1945-09-10;--:--;    250.000
1945-09-11;--:--;    257.000
1945-09-12;--:--;    223.000
1945-09-13;--:--;    196.000
1945-09-14;--:--;    175.000
1945-09-15;--:--;    170.000
1945-09-16;--:--;    165.000
1945-09-17;--:--;    160.000
1945-09-18;--:--;    164.000
1945-09-19;--:--;    188.000
1945-09-20;--:--;    203.000
1945-09-21;--:--;    165.000
1945-09-22;--:--;    155.000
1945-09-23;--:--;    150.000
1945-09-24;--:--;    259.000
1945-09-25;--:--;    217.000
1945-09-26;--:--;    203.000
1945-09-27;--:--;    223.000
1945-09-28;--:--;    299.000
1945-09-29;--:--;    448.000
1945-09-30;--:--;    307.000
1945-10-01;--:--;    254.000
1945-10-02;--:--;    247.000
1945-10-03;--:--;    226.000
1945-10-04;--:--;    205.000
1945-10-05;--:--;    192.000
1945-10-06;--:--;    186.000
1945-10-07;--:--;    239.000
1945-10-08;--:--;    225.000
1945-10-09;--:--;    198.000
1945-10-10;--:--;    191.000
1945-10-11;--:--;    186.000
1945-10-12;--:--;    185.000
1945-10-13;--:--;    177.000
1945-10-14;--:--;    170.000
1945-10-15;--:--;    170.000
1945-10-16;--:--;    165.000
1945-10-17;--:--;    166.000
1945-10-18;--:--;    159.000
1945-10-19;--:--;    154.000
1945-10-20;--:--;    147.000
1945-10-21;--:--;    137.000
1945-10-22;--:--;    134.000
1945-10-23;--:--;    142.000
1945-10-24;--:--;    142.000
1945-10-25;--:--;    152.000
1945-10-26;--:--;    145.000
1945-10-27;--:--;    140.000
1945-10-28;--:--;    129.000
1945-10-29;--:--;    127.000
1945-10-30;--:--;    434.000
1945-10-31;--:--;    290.000
1945-11-01;--:--;    261.000
1945-11-02;--:--;    234.000
1945-11-03;--:--;    198.000
1945-11-04;--:--;    175.000
1945-11-05;--:--;    164.000
1945-11-06;--:--;    156.000
1945-11-07;--:--;    150.000
1945-11-08;--:--;    147.000
1945-11-09;--:--;    152.000
1945-11-10;--:--;    146.000
1945-11-11;--:--;    137.000
1945-11-12;--:--;    132.000
1945-11-13;--:--;    127.000
1945-11-14;--:--;    119.000
1945-11-15;--:--;    120.000
1945-11-16;--:--;    115.000
1945-11-17;--:--;    111.000
1945-11-18;--:--;    109.000
1945-11-19;--:--;    109.000
1945-11-20;--:--;    109.000
1945-11-21;--:--;    106.000
1945-11-22;--:--;    103.000
1945-11-23;--:--;    102.000
1945-11-24;--:--;    100.000
1945-11-25;--:--;     97.300
1945-11-26;--:--;     92.800
1945-11-27;--:--;     92.800
1945-11-28;--:--;     92.800
1945-11-29;--:--;     95.500
1945-11-30;--:--;     92.800
1945-12-01;--:--;     92.800
1945-12-02;--:--;     88.800
1945-12-03;--:--;     89.600
1945-12-04;--:--;     93.700
1945-12-05;--:--;     92.000
1945-12-06;--:--;     90.400
1945-12-07;--:--;     88.100
1945-12-08;--:--;     86.500
1945-12-09;--:--;     78.600
1945-12-10;--:--;     75.000
1945-12-11;--:--;     78.600
1945-12-12;--:--;     89.600
1945-12-13;--:--;     89.600
1945-12-14;--:--;     89.600
1945-12-15;--:--;     83.300
1945-12-16;--:--;     79.400
1945-12-17;--:--;     78.600
1945-12-18;--:--;     84.900
1945-12-19;--:--;     93.700
1945-12-20;--:--;    104.000
1945-12-21;--:--;    103.000
1945-12-22;--:--;     91.200
1945-12-23;--:--;     88.100
1945-12-24;--:--;     84.900
1945-12-25;--:--;     82.500
1945-12-26;--:--;     81.700
1945-12-27;--:--;     84.900
1945-12-28;--:--;    197.000
1945-12-29;--:--;    163.000
1945-12-30;--:--;    120.000
1945-12-31;--:--;    106.000
1946-01-01;--:--;     95.500
1946-01-02;--:--;     84.100
1946-01-03;--:--;     80.200
1946-01-04;--:--;     77.800
1946-01-05;--:--;     78.600
1946-01-06;--:--;     79.400
1946-01-07;--:--;     76.300
1946-01-08;--:--;     76.300
1946-01-09;--:--;     77.000
1946-01-10;--:--;     79.400
1946-01-11;--:--;     97.300
1946-01-12;--:--;     88.900
1946-01-13;--:--;     88.100
1946-01-14;--:--;     82.500
1946-01-15;--:--;     77.000
1946-01-16;--:--;     76.300
1946-01-17;--:--;     74.300
1946-01-18;--:--;     74.300
1946-01-19;--:--;     72.900
1946-01-20;--:--;     75.600
1946-01-21;--:--;     72.900
1946-01-22;--:--;     72.900
1946-01-23;--:--;     72.900
1946-01-24;--:--;     72.200
1946-01-25;--:--;     72.300
1946-01-26;--:--;     70.200
1946-01-27;--:--;     70.200
1946-01-28;--:--;     70.900
1946-01-29;--:--;     70.900
1946-01-30;--:--;     74.300
1946-01-31;--:--;     78.600
1946-02-01;--:--;     71.600
1946-02-02;--:--;     70.900
1946-02-03;--:--;     70.200
1946-02-04;--:--;     70.200
1946-02-05;--:--;     88.100
1946-02-06;--:--;     94.600
1946-02-07;--:--;    142.000
1946-02-08;--:--;    123.000
1946-02-09;--:--;    111.000
1946-02-10;--:--;    105.000
1946-02-11;--:--;     91.200
1946-02-12;--:--;     92.800
1946-02-13;--:--;     88.800
1946-02-14;--:--;     84.100
1946-02-15;--:--;     82.500
1946-02-16;--:--;     80.200
1946-02-17;--:--;     81.000
1946-02-18;--:--;     80.200
1946-02-19;--:--;     82.500
1946-02-20;--:--;     82.500
1946-02-21;--:--;     82.500
1946-02-22;--:--;     80.900
1946-02-23;--:--;     78.600
1946-02-24;--:--;     77.800
1946-02-25;--:--;     76.300
1946-02-26;--:--;     77.800
1946-02-27;--:--;     82.500
1946-02-28;--:--;     96.400
1946-03-01;--:--;    105.000
1946-03-02;--:--;    100.000
1946-03-03;--:--;     90.400
1946-03-04;--:--;     85.700
1946-03-05;--:--;     84.100
1946-03-06;--:--;     84.100
